|stars|categories
14165|3.5|{u'Department Stores': 1, u'Fashion': 1, u'Shopping': 1}
14166|3.5|{u'Restaurants': 1, u'Pizza': 1}
14167|4.5|{u'Hair Salons': 1, u'Beauty & Spas': 1}
14168|4.0|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Massage': 1, u'Day Spas': 1}
14169|3.5|{u'Restaurants': 1, u'Pizza': 1, u'Italian': 1}
14170|4.5|{u'Restaurants': 1, u'Fast Food': 1}
14171|4.0|{u'Automotive': 1, u'Car Wash': 1}
14172|4.0|{u'Kosher': 1, u'Middle Eastern': 1, u'Restaurants': 1}
14173|3.0|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
14174|3.5|{u'Shopping': 1, u'Sporting Goods': 1}
14175|5.0|{u'Churches': 1, u'Religious Organizations': 1}
14176|4.0|{u'Automotive': 1, u'Gas & Service Stations': 1}
14177|4.0|{u'Restaurants': 1, u'Pizza': 1}
14178|4.0|{u'Movers': 1, u'Home Services': 1}
14179|3.5|{u'Children's Clothing': 1, u'Fashion': 1, u'Shopping': 1}
14180|3.5|{u'Shipping Centers': 1, u'Printing Services': 1, u'Local Services': 1}
14181|3.5|{u'Optometrists': 1, u'Eyewear & Opticians': 1, u'Shopping': 1, u'Health & Medical': 1}
14182|3.0|{u'Banks & Credit Unions': 1, u'Financial Services': 1}
14183|3.0|{u'Shipping Centers': 1, u'Graphic Design': 1, u'Professional Services': 1, u'Printing Services': 1, u'Local Services': 1}
14184|5.0|{u'Fashion': 1, u'Shopping': 1, u'Jewelry': 1, u'Watches': 1, u'Accessories': 1}
14185|3.5|{u'Restaurants': 1, u'Pizza': 1, u'Italian': 1}
14186|3.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
14187|2.5|{u'Automotive': 1, u'Car Wash': 1}
14188|3.5|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
14189|4.5|{u'Food': 1, u'Coffee & Tea': 1}
14190|1.0|{u'Electronics': 1, u'Computers': 1, u'Shopping': 1}
14191|3.0|{u'Mexican': 1, u'Restaurants': 1}
14192|3.5|{u'Health & Medical': 1, u'Doctors': 1}
14193|2.0|{u'Shopping': 1, u'Drugstores': 1}
14194|4.5|{u'Barbers': 1, u'Beauty & Spas': 1}
14195|3.5|{u'Local Services': 1, u'Sewing & Alterations': 1}
14196|5.0|{u'Graphic Design': 1, u'Professional Services': 1, u'Web Design': 1}
14197|1.0|{u'Car Rental': 1, u'Hotels & Travel': 1}
14198|3.5|{u'Bars': 1, u'Casinos': 1, u'Nightlife': 1, u'Arts & Entertainment': 1}
14199|3.5|{u'Sandwiches': 1, u'Restaurants': 1}
14200|3.0|{u'Chinese': 1, u'Restaurants': 1}
14201|3.5|{u'Thai': 1, u'Restaurants': 1, u'Chinese': 1, u'Vietnamese': 1}
14202|4.0|{u'Food': 1, u'Specialty Food': 1, u'Health Markets': 1}
14203|1.5|{u'Restaurants': 1, u'Fast Food': 1}
14204|3.0|{u'Barbers': 1, u'Beauty & Spas': 1}
14205|4.0|{u'Shopping': 1, u'Hardware Stores': 1, u'Home & Garden': 1}
14206|3.5|{u'Wedding Planning': 1, u'Venues & Event Spaces': 1, u'Event Planning & Services': 1}
14207|4.5|{u'Nail Salons': 1, u'Beauty & Spas': 1}
14208|3.0|{u'Mediterranean': 1, u'Middle Eastern': 1, u'Restaurants': 1}
14209|3.0|{u'Shopping': 1, u'Antiques': 1}
14210|5.0|{u'Health & Medical': 1, u'Chiropractors': 1, u'Doctors': 1}
14211|3.5|{u'Food': 1, u'Coffee & Tea': 1}
14212|3.5|{u'Restaurants': 1}
14213|3.5|{u'Food': 1, u'Farmers Market': 1}
14214|2.5|{u'Men's Clothing': 1, u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1}
14215|1.5|{u'Men's Clothing': 1, u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1, u'Accessories': 1}
14216|3.5|{u'Food': 1, u'Ice Cream & Frozen Yogurt': 1, u'Coffee & Tea': 1, u'Desserts': 1}
14217|3.0|{u'Bars': 1, u'Italian': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Restaurants': 1}
14218|5.0|{u'Health & Medical': 1, u'Chiropractors': 1}
14219|2.5|{u'Restaurants': 1, u'Mexican': 1, u'Tex-Mex': 1, u'Fast Food': 1}
14220|4.0|{u'Food Stands': 1, u'Restaurants': 1}
14221|4.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
14222|2.5|{u'Men's Clothing': 1, u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1}
14223|5.0|{u'Automotive': 1, u'Auto Repair': 1}
14224|3.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
14225|4.5|{u'Libraries': 1, u'Public Services & Government': 1, u'Performing Arts': 1, u'Arts & Entertainment': 1}
14226|4.0|{u'Bowling': 1, u'Active Life': 1}
14227|2.5|{u'Automotive': 1, u'Auto Repair': 1}
14228|4.0|{u'Sandwiches': 1, u'Restaurants': 1}
14229|3.5|{u'Mexican': 1, u'Restaurants': 1}
14230|3.0|{u'Health & Medical': 1}
14231|5.0|{u'Shoe Stores': 1, u'Fashion': 1, u'Shopping': 1}
14232|3.0|{u'Security Systems': 1, u'Home Services': 1}
14233|5.0|{u'Optometrists': 1, u'Health & Medical': 1}
14234|4.0|{u'RV Dealers': 1, u'Body Shops': 1, u'RV Rental': 1, u'Hotels & Travel': 1, u'Automotive': 1}
14235|4.5|{u'Shopping': 1, u'Flowers & Gifts': 1, u'Florists': 1}
14236|3.5|{u'Restaurants': 1, u'Fast Food': 1}
14237|3.5|{u'Chinese': 1, u'Restaurants': 1}
14238|5.0|{u'Shopping': 1, u'Jewelry': 1}
14239|4.0|{u'Local Services': 1, u'Child Care & Day Care': 1}
14240|4.5|{u'Health & Medical': 1, u'Dentists': 1, u'General Dentistry': 1}
14241|4.5|{u'Pets': 1, u'Veterinarians': 1}
14242|4.0|{u'Food': 1, u'Donuts': 1}
14243|3.0|{u'Restaurants': 1, u'Pizza': 1}
14244|3.5|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
14245|4.0|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
14246|3.0|{u'Used, Vintage & Consignment': 1, u'Fashion': 1, u'Shopping': 1}
14247|3.5|{u'Car Rental': 1, u'Hotels & Travel': 1}
14248|1.5|{u'Chinese': 1, u'Restaurants': 1}
14249|4.5|{u'Gardeners': 1, u'Landscaping': 1, u'Home Services': 1}
14250|3.0|{u'Restaurants': 1, u'Nightlife': 1, u'Karaoke': 1}
14251|3.5|{u'Food': 1, u'Ice Cream & Frozen Yogurt': 1}
14252|3.0|{u'Mortgage Brokers': 1, u'Home Services': 1, u'Banks & Credit Unions': 1, u'Financial Services': 1, u'Real Estate': 1}
14253|4.0|{u'Restaurants': 1, u'Mexican': 1, u'Fast Food': 1}
14254|3.0|{u'Financial Services': 1, u'Insurance': 1}
14255|5.0|{u'Professional Services': 1, u'Carpet Cleaning': 1, u'Local Services': 1, u'Office Cleaning': 1}
14256|3.5|{u'Restaurants': 1, u'Mexican': 1, u'Fast Food': 1}
14257|3.0|{u'Food': 1, u'Coffee & Tea': 1}
14258|3.5|{u'Pets': 1, u'Veterinarians': 1}
14259|4.0|{u'Libraries': 1, u'Public Services & Government': 1}
14260|3.5|{u'Sandwiches': 1, u'Restaurants': 1}
14261|3.5|{u'Nightlife': 1, u'Restaurants': 1}
14262|2.0|{u'Automotive': 1, u'Auto Repair': 1}
14263|3.0|{u'Local Services': 1, u'Dry Cleaning & Laundry': 1}
14264|5.0|{u'Sandwiches': 1, u'Restaurants': 1}
14265|4.0|{u'Mexican': 1, u'Restaurants': 1}
14266|4.5|{u'Pet Services': 1, u'Pets': 1}
14267|5.0|{u'Performing Arts': 1, u'Arts & Entertainment': 1}
14268|3.0|{u'Beauty & Spas': 1, u'Tanning': 1}
14269|5.0|{u'Tours': 1, u'Hotels & Travel': 1}
14270|4.0|{u'Bars': 1, u'Restaurants': 1, u'Nightlife': 1, u'American (New)': 1}
14271|3.0|{u'Automotive': 1, u'Gas & Service Stations': 1}
14272|3.5|{u'Sandwiches': 1, u'Restaurants': 1}
14273|4.5|{u'Tires': 1, u'Automotive': 1, u'Auto Repair': 1}
14274|4.5|{u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1, u'Accessories': 1}
14275|4.5|{u'Restaurants': 1}
14276|4.0|{u'Office Equipment': 1, u'Shopping': 1}
14277|4.5|{u'Car Rental': 1, u'Hotels & Travel': 1}
14278|5.0|{u'Education': 1, u'Preschools': 1}
14279|4.5|{u'Automotive': 1, u'Auto Parts & Supplies': 1}
14280|4.5|{u'Delis': 1, u'Pizza': 1, u'Italian': 1, u'Restaurants': 1}
14281|3.0|{u'Automotive': 1, u'Gas & Service Stations': 1}
14282|3.0|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Drugstores': 1, u'Food': 1, u'Beauty & Spas': 1, u'Convenience Stores': 1}
14283|2.0|{u'Restaurants': 1, u'Fast Food': 1}
14284|3.5|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
14285|3.0|{u'Breakfast & Brunch': 1, u'Restaurants': 1}
14286|2.0|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
14287|2.5|{u'Chinese': 1, u'Restaurants': 1}
14288|3.0|{u'Stadiums & Arenas': 1, u'Nightlife': 1, u'Arts & Entertainment': 1, u'Music Venues': 1}
14289|2.0|{u'Sandwiches': 1, u'Restaurants': 1}
14290|3.0|{u'Health & Medical': 1, u'Orthopedists': 1, u'Doctors': 1}
14291|4.0|{u'Automotive': 1, u'Smog Check Stations': 1, u'Auto Repair': 1}
14292|4.5|{u'Wedding Planning': 1, u'Event Planning & Services': 1}
14293|3.0|{u'Health & Medical': 1, u'Dentists': 1, u'General Dentistry': 1}
14294|4.0|{u'Restaurants': 1, u'Mexican': 1, u'Tex-Mex': 1, u'Fast Food': 1}
14295|4.0|{u'Health & Medical': 1, u'Dentists': 1, u'General Dentistry': 1}
14296|4.5|{u'Restaurants': 1, u'Pizza': 1}
14297|4.0|{u'Taiwanese': 1, u'Chinese': 1, u'Restaurants': 1}
14298|4.5|{u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1, u'Accessories': 1}
14299|4.0|{u'Food': 1, u'Grocery': 1}
14300|2.0|{u'Tours': 1, u'Hotels & Travel': 1}
14301|2.0|{u'Health & Medical': 1, u'Pediatric Dentists': 1, u'Dentists': 1}
14302|4.0|{}
14303|3.5|{u'Hair Salons': 1, u'Beauty & Spas': 1}
14304|2.5|{u'Shopping': 1, u'Sporting Goods': 1}
14305|3.5|{u'Beauty & Spas': 1, u'Tanning': 1}
14306|2.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
14307|2.0|{u'Apartments': 1, u'Event Planning & Services': 1, u'Real Estate': 1, u'Home Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
14308|2.0|{u'Food': 1, u'Beer, Wine & Spirits': 1, u'Tobacco Shops': 1, u'Shopping': 1}
14309|4.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
14310|3.0|{u'Sandwiches': 1, u'Restaurants': 1}
14311|3.5|{u'Automotive': 1, u'Auto Parts & Supplies': 1, u'Car Dealers': 1}
14312|3.0|{u'American (Traditional)': 1, u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
14313|4.5|{u'Health & Medical': 1, u'Dentists': 1, u'General Dentistry': 1}
14314|1.5|{u'Restaurants': 1, u'Fast Food': 1}
14315|3.5|{u'Notaries': 1, u'Local Services': 1}
14316|1.0|{u'Home Services': 1, u'Property Management': 1, u'Real Estate': 1}
14317|2.0|{u'Sandwiches': 1, u'Restaurants': 1}
14318|3.5|{u'Tattoo': 1, u'Beauty & Spas': 1, u'Piercing': 1, u'Arts & Entertainment': 1}
14319|4.5|{u'Shopping': 1, u'Home & Garden': 1, u'Home Decor': 1, u'Interior Design': 1, u'Furniture Stores': 1, u'Home Services': 1}
14320|4.5|{u'Summer Camps': 1, u'Active Life': 1}
14321|3.5|{u'Men's Clothing': 1, u'Fashion': 1, u'Shopping': 1}
14322|3.0|{u'Banks & Credit Unions': 1, u'Financial Services': 1}
14323|4.5|{u'Korean': 1, u'Restaurants': 1}
14324|5.0|{u'Heating & Air Conditioning/HVAC': 1, u'Home Services': 1}
14325|4.0|{u'RV Parks': 1, u'Hotels & Travel': 1}
14326|2.5|{}
14327|3.0|{u'Thai': 1, u'Chinese': 1, u'Restaurants': 1}
14328|4.0|{u'Steakhouses': 1, u'Restaurants': 1}
14329|2.0|{u'Food': 1, u'Grocery': 1}
14330|5.0|{u'Optometrists': 1, u'Eyewear & Opticians': 1, u'Shopping': 1, u'Health & Medical': 1}
14331|4.0|{u'Knitting Supplies': 1, u'Shopping': 1}
14332|4.0|{u'Fashion': 1, u'Shopping': 1, u'Sports Wear': 1, u'Sporting Goods': 1}
14333|2.5|{u'Restaurants': 1, u'Fast Food': 1}
14334|1.5|{u'Food': 1, u'Automotive': 1, u'Convenience Stores': 1, u'Gas & Service Stations': 1}
14335|3.0|{u'American (Traditional)': 1, u'Bars': 1, u'Nightlife': 1, u'Restaurants': 1}
14336|3.0|{u'Banks & Credit Unions': 1, u'Financial Services': 1}
14337|4.0|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
14338|4.0|{u'Libraries': 1, u'Public Services & Government': 1}
14339|3.0|{u'Chinese': 1, u'Restaurants': 1}
14340|4.5|{u'Shopping': 1, u'Art Galleries': 1, u'Arts & Entertainment': 1}
14341|3.5|{u'American (Traditional)': 1, u'Breakfast & Brunch': 1, u'Gluten-Free': 1, u'Restaurants': 1}
14342|5.0|{u'Automotive': 1, u'Auto Repair': 1}
14343|2.0|{u'Videos & Video Game Rental': 1, u'Books, Mags, Music & Video': 1, u'Shopping': 1}
14344|2.5|{u'Home Services': 1, u'Contractors': 1}
14345|3.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
14346|4.0|{u'Automotive': 1, u'Oil Change Stations': 1}
14347|4.5|{u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1}
14348|2.5|{u'Taxis': 1, u'Transportation': 1, u'Airport Shuttles': 1, u'Hotels & Travel': 1}
14349|3.0|{u'Food': 1, u'Specialty Food': 1, u'Chocolatiers & Shops': 1}
14350|3.5|{u'Asian Fusion': 1, u'Restaurants': 1}
14351|3.0|{u'Mexican': 1, u'Restaurants': 1}
14352|3.0|{u'Health & Medical': 1, u'Doctors': 1}
14353|4.0|{u'Party Supplies': 1, u'Event Planning & Services': 1}
14354|3.5|{u'Delis': 1, u'Restaurants': 1, u'Sandwiches': 1, u'Fast Food': 1}
14355|4.5|{u'Men's Clothing': 1, u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1, u'Accessories': 1}
14356|4.5|{u'Health & Medical': 1, u'Dentists': 1, u'General Dentistry': 1}
14357|4.5|{u'Automotive': 1, u'Auto Detailing': 1, u'Car Wash': 1}
14358|1.5|{u'Health & Medical': 1, u'Urgent Care': 1}
14359|3.5|{u'Nail Salons': 1, u'Beauty & Spas': 1}
14360|3.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
14361|3.0|{u'Tattoo': 1, u'Beauty & Spas': 1, u'Tobacco Shops': 1, u'Shopping': 1}
14362|3.5|{u'Automotive': 1, u'Car Wash': 1, u'Gas & Service Stations': 1}
14363|4.5|{u'Optometrists': 1, u'Health & Medical': 1}
14364|5.0|{u'Performing Arts': 1, u'Nightlife': 1, u'Arts & Entertainment': 1, u'Music Venues': 1}
14365|2.5|{u'Notaries': 1, u'Local Services': 1}
14366|3.0|{u'American (Traditional)': 1, u'Bars': 1, u'Restaurants': 1, u'Dive Bars': 1, u'Nightlife': 1}
14367|3.5|{u'Steakhouses': 1, u'Restaurants': 1, u'American (New)': 1}
14368|2.5|{u'Restaurants': 1, u'Fast Food': 1}
14369|4.0|{u'Health & Medical': 1, u'Doctors': 1}
14370|4.0|{u'Department Stores': 1, u'Fashion': 1, u'Shopping': 1}
14371|1.0|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
14372|3.5|{u'Pet Services': 1, u'Pet Training': 1, u'Pets': 1, u'Pet Boarding/Pet Sitting': 1}
14373|3.5|{u'Local Services': 1, u'Dry Cleaning & Laundry': 1}
14374|3.5|{u'Bakeries': 1, u'Food': 1, u'Bagels': 1}
14375|4.5|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Beauty & Spas': 1}
14376|5.0|{u'Local Services': 1, u'Carpet Cleaning': 1}
14377|4.0|{u'Pet Services': 1, u'Pet Groomers': 1, u'Pets': 1}
14378|5.0|{u'Tires': 1, u'Automotive': 1, u'Auto Parts & Supplies': 1, u'Auto Glass Services': 1}
14379|2.5|{u'Restaurants': 1, u'Fast Food': 1}
14380|4.0|{u'Food': 1, u'Convenience Stores': 1}
14381|5.0|{u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1, u'Accessories': 1}
14382|5.0|{u'Beauty & Spas': 1, u'Day Spas': 1}
14383|4.5|{u'Notaries': 1, u'Local Services': 1}
14384|4.5|{u'Chinese': 1, u'Restaurants': 1}
14385|3.5|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Day Spas': 1}
14386|4.0|{u'Mediterranean': 1, u'Middle Eastern': 1, u'Restaurants': 1}
14387|4.0|{u'Transportation': 1, u'Tours': 1, u'Arts & Entertainment': 1, u'Hotels & Travel': 1}
14388|3.5|{u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
14389|3.5|{u'Hair Salons': 1, u'Beauty & Spas': 1}
14390|3.0|{u'Food': 1, u'Coffee & Tea': 1}
14391|3.0|{u'Food': 1, u'Grocery': 1}
14392|3.5|{u'Restaurants': 1, u'Casinos': 1, u'Arts & Entertainment': 1, u'American (New)': 1}
14393|3.5|{u'Printing Services': 1, u'Local Services': 1}
14394|4.5|{u'Greek': 1, u'Mediterranean': 1, u'Restaurants': 1}
14395|4.5|{u'Electronics': 1, u'Shopping': 1, u'Home Services': 1, u'Home Theatre Installation': 1}
14396|1.5|{u'Automotive': 1, u'Auto Parts & Supplies': 1}
14397|4.0|{u'Health & Medical': 1, u'Obstetricians & Gynecologists': 1, u'Doctors': 1}
14398|4.5|{u'Shoe Stores': 1, u'Fashion': 1, u'Shopping': 1}
14399|3.5|{u'Local Services': 1, u'Dry Cleaning & Laundry': 1}
14400|3.5|{u'Landscaping': 1, u'Irrigation': 1, u'Tree Services': 1, u'Home Services': 1}
14401|4.0|{u'Restaurants': 1, u'Chicken Wings': 1, u'Fast Food': 1}
14402|5.0|{u'Shopping': 1, u'Arts & Crafts': 1, u'Art Supplies': 1, u'Jewelry': 1}
14403|4.0|{u'Asian Fusion': 1, u'Seafood': 1, u'Restaurants': 1}
14404|3.5|{u'Mobile Phones': 1, u'Shopping': 1}
14405|2.0|{u'Restaurants': 1, u'Chinese': 1, u'Vietnamese': 1}
14406|2.0|{u'Beauty & Spas': 1, u'Tanning': 1}
14407|2.5|{u'Restaurants': 1, u'Pizza': 1}
14408|3.0|{u'Automotive': 1, u'Auto Repair': 1}
14409|5.0|{u'Automotive': 1, u'Auto Parts & Supplies': 1, u'Auto Repair': 1}
14410|3.5|{u'Golf': 1, u'Active Life': 1}
14411|3.5|{u'Tires': 1, u'Automotive': 1}
14412|4.5|{u'Shoe Stores': 1, u'Fashion': 1, u'Shopping': 1}
14413|2.5|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Beauty & Spas': 1}
14414|4.5|{u'Local Services': 1, u'Community Service/Non-Profit': 1}
14415|3.5|{u'Discount Store': 1, u'Shopping': 1}
14416|3.5|{u'Men's Clothing': 1, u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1}
14417|2.5|{u'Restaurants': 1, u'Fast Food': 1}
14418|3.5|{u'Restaurants': 1, u'Mexican': 1, u'Tex-Mex': 1, u'Fast Food': 1}
14419|4.0|{u'Transportation': 1, u'Limos': 1, u'Hotels & Travel': 1}
14420|3.5|{u'Tires': 1, u'Automotive': 1, u'Auto Repair': 1}
14421|2.0|{u'Mexican': 1, u'Restaurants': 1}
14422|2.5|{u'Seafood': 1, u'Restaurants': 1, u'Fast Food': 1}
14423|3.5|{u'Restaurants': 1, u'Pizza': 1}
14424|4.0|{u'Endodontists': 1, u'Health & Medical': 1, u'Dentists': 1}
14425|4.0|{u'Peruvian': 1, u'Restaurants': 1}
14426|1.5|{u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
14427|3.5|{u'Nurseries & Gardening': 1, u'Shopping': 1, u'Home & Garden': 1, u'Hardware Stores': 1, u'Building Supplies': 1, u'Home Services': 1}
14428|5.0|{u'Hair Removal': 1, u'Beauty & Spas': 1}
14429|5.0|{u'Public Services & Government': 1, u'Courthouses': 1}
14430|3.5|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Beauty & Spas': 1}
14431|4.0|{u'Shopping': 1, u'Shopping Centers': 1}
14432|3.0|{u'Restaurants': 1, u'Pizza': 1}
14433|5.0|{u'DJs': 1, u'Event Planning & Services': 1}
14434|4.0|{u'Food': 1, u'Coffee & Tea': 1}
14435|3.5|{u'Shipping Centers': 1, u'Printing Services': 1, u'Local Services': 1}
14436|3.0|{u'Tex-Mex': 1, u'Bars': 1, u'Nightlife': 1, u'Restaurants': 1}
14437|2.5|{u'Restaurants': 1, u'Mexican': 1, u'Fast Food': 1}
14438|4.0|{u'American (Traditional)': 1, u'Restaurants': 1, u'Chicken Wings': 1, u'Fast Food': 1}
14439|4.0|{u'Bars': 1, u'Nightlife': 1, u'Sports Bars': 1}
14440|3.5|{u'Shopping': 1, u'Shopping Centers': 1}
14441|3.5|{u'Tires': 1, u'Automotive': 1, u'Oil Change Stations': 1, u'Auto Repair': 1}
14442|3.5|{u'Mexican': 1, u'Restaurants': 1}
14443|4.5|{u'Animal Shelters': 1, u'Pet Stores': 1, u'Pets': 1}
14444|3.0|{u'Tires': 1, u'Automotive': 1, u'Oil Change Stations': 1, u'Auto Repair': 1}
14445|4.0|{u'Public Services & Government': 1}
14446|4.5|{u'Shopping': 1, u'Flowers & Gifts': 1, u'Florists': 1}
14447|4.5|{u'Restaurants': 1, u'Chinese': 1, u'Fast Food': 1}
14448|4.5|{u'Men's Clothing': 1, u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1}
14449|3.5|{u'Golf': 1, u'Active Life': 1}
14450|4.0|{u'Tobacco Shops': 1, u'Shopping': 1}
14451|3.5|{u'Mortgage Brokers': 1, u'Home Services': 1, u'Banks & Credit Unions': 1, u'Financial Services': 1, u'Real Estate': 1}
14452|3.5|{u'Bars': 1, u'Restaurants': 1, u'Nightlife': 1, u'Italian': 1, u'Pizza': 1}
14453|4.5|{u'Food': 1, u'Beer, Wine & Spirits': 1}
14454|3.5|{u'Automotive': 1, u'Auto Repair': 1}
14455|5.0|{u'Counseling & Mental Health': 1, u'Health & Medical': 1}
14456|4.5|{u'Local Services': 1, u'Dry Cleaning & Laundry': 1}
14457|3.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
14458|5.0|{u'Health & Medical': 1, u'Dentists': 1, u'General Dentistry': 1}
14459|2.5|{u'Automotive': 1, u'Gas & Service Stations': 1}
14460|2.0|{u'Restaurants': 1, u'Fast Food': 1}
14461|1.5|{u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
14462|3.5|{u'Mexican': 1, u'Restaurants': 1}
14463|4.5|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Beauty & Spas': 1}
14464|4.0|{u'Windows Installation': 1, u'Home Services': 1, u'Shades & Blinds': 1}
14465|4.0|{u'Food': 1, u'Department Stores': 1, u'Grocery': 1, u'Fashion': 1, u'Shopping': 1}
14466|3.0|{u'Health & Medical': 1, u'Dermatologists': 1, u'Doctors': 1}
14467|2.0|{u'Taxis': 1, u'Transportation': 1, u'Hotels & Travel': 1}
14468|4.0|{u'Restaurants': 1, u'Fast Food': 1}
14469|2.5|{u'Automotive': 1, u'Car Wash': 1, u'Gas & Service Stations': 1}
14470|3.0|{u'Restaurants': 1, u'Mexican': 1, u'Fast Food': 1}
14471|4.0|{u'Hair Salons': 1, u'Beauty & Spas': 1}
14472|4.0|{u'American (Traditional)': 1, u'Brasseries': 1, u'Restaurants': 1, u'Breakfast & Brunch': 1}
14473|2.5|{u'Restaurants': 1, u'Fast Food': 1}
14474|4.5|{u'Pet Services': 1, u'Pet Groomers': 1, u'Pet Stores': 1, u'Pets': 1}
14475|5.0|{u'Automotive': 1, u'Auto Parts & Supplies': 1}
14476|4.5|{u'Health & Medical': 1, u'Dentists': 1, u'General Dentistry': 1}
14477|4.5|{u'Golf': 1, u'Venues & Event Spaces': 1, u'Event Planning & Services': 1, u'Active Life': 1}
14478|3.0|{u'Japanese': 1, u'Restaurants': 1}
14479|1.0|{u'Automotive': 1, u'Car Wash': 1}
14480|2.5|{u'American (Traditional)': 1, u'Restaurants': 1}
14481|4.0|{u'Sushi Bars': 1, u'Restaurants': 1}
14482|3.0|{u'Automotive': 1, u'Body Shops': 1, u'Auto Repair': 1}
14483|3.5|{u'Fashion': 1, u'Shopping': 1, u'Accessories': 1}
14484|3.0|{u'Restaurants': 1, u'Pizza': 1}
14485|3.0|{u'Beauty & Spas': 1, u'Day Spas': 1}
14486|4.0|{u'Event Planning & Services': 1, u'Party & Event Planning': 1}
14487|3.0|{u'Korean': 1, u'Restaurants': 1, u'Barbeque': 1}
14488|3.5|{u'American (Traditional)': 1, u'Bars': 1, u'Nightlife': 1, u'Restaurants': 1}
14489|3.5|{u'American (Traditional)': 1, u'Restaurants': 1}
14490|3.0|{u'Breakfast & Brunch': 1, u'Restaurants': 1}
14491|4.0|{u'Fitness & Instruction': 1, u'Gyms': 1, u'Trainers': 1, u'Amateur Sports Teams': 1, u'Active Life': 1}
14492|4.5|{u'Men's Clothing': 1, u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1, u'Accessories': 1}
14493|4.0|{u'Boating': 1, u'Active Life': 1}
14494|4.0|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Beauty & Spas': 1}
14495|3.0|{u'Vacation Rentals': 1, u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
14496|1.5|{u'Car Rental': 1, u'Hotels & Travel': 1}
14497|4.5|{u'Shopping': 1, u'Art Galleries': 1, u'Arts & Entertainment': 1}
14498|3.5|{u'Mexican': 1, u'Restaurants': 1}
14499|2.0|{u'Sandwiches': 1, u'Restaurants': 1}
14500|3.5|{u'Health & Medical': 1, u'Dentists': 1, u'Orthodontists': 1, u'Cosmetic Dentists': 1, u'General Dentistry': 1}
14501|2.5|{u'Department Stores': 1, u'Fashion': 1, u'Shopping': 1}
14502|3.5|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Beauty & Spas': 1}
14503|3.0|{u'Party Supplies': 1, u'Shopping': 1, u'Recording & Rehearsal Studios': 1, u'Local Services': 1, u'Electronics': 1, u'Event Planning & Services': 1}
14504|3.0|{u'Restaurants': 1, u'Mexican': 1, u'Tex-Mex': 1, u'Fast Food': 1}
14505|2.0|{u'Banks & Credit Unions': 1, u'Financial Services': 1}
14506|4.0|{u'Home Decor': 1, u'Shopping': 1, u'Home & Garden': 1}
14507|4.5|{u'Shopping': 1, u'Jewelry': 1}
14508|5.0|{u'Beauty & Spas': 1, u'Tanning': 1, u'Skin Care': 1}
14509|3.5|{u'Automotive': 1, u'Motorcycle Dealers': 1}
14510|3.5|{u'Public Services & Government': 1}
